sentence,nsubj,root,split
Dallas - San Francisco Delta 217 sefer sayılı uçuş ücreti ne kadar,['ücreti'],['kadar'],train2
American Airlines Dallas - San Francisco uçuşunun fiyatı ne kadar,['fiyatı'],['kadar'],train2
Philadelphia - Boston arası DL 106 uçuşunun fiyatı nedir,['fiyatı'],['nedir'],train2
American'ın 813 numaralı Boston - Oakland uçuşu aktarmasız uçuş mu,['uçuşu'],['uçuş'],train2
Delta'nın San Francisco'dan Dallas Fort Worth'a olan 852 numaralı uçuşunun ücreti nedir,['ücreti'],['nedir'],train2
US3724 Baltimore'den Philadelphia'ya ücret nedir,['ücret'],['nedir'],train2
Dallas'tan San Francisco'ya Continental 271'in ücreti nedir,['ücreti'],['nedir'],train2
Continental 1291 Denver - San Francisco gidiş dönüş seferlerinde en ucuz gidiş dönüş bileti nedir,['bileti'],['nedir'],train2
Denver'den San Francisco'ya Continental 1291'de gidiş dönüş bileti ve dönüş bileti ne kadar,['bileti'],['kadar'],train2
Denver'den Philadelphia'ya UA 270 uçuşu ne tür bir uçak,['uçuşu'],['uçak'],train2
US 771 Pittsburgh'tan Philadelphia'ya bilet fiyatları nedir,['fiyatları'],['nedir'],train2
CO 1209 ne tür bir uçak,['CO'],['uçak'],train2
DL 296 Denver - Philadelphia bilet ücreti nedir,['ücreti'],['nedir'],train2
DL 217 numaralı uçuşta Dallas'tan San Francisco'ya olan bilet ücretleri nedir,['ücretleri'],['nedir'],train2
US 3724 Baltimore'den Philadelphia'ya gidiş dönüş ücreti nedir,['ücreti'],['nedir'],train2
DL 838 San Francisco'dan Atlanta'ya giderken hangi duraklarda duruyor,['DL'],['duruyor'],train2
Continental 1291 ile Dallas'tan San Francisco'ya gidiş dönüş ve dönüş ücreti nedir,['ücreti'],['nedir'],train2
Boston'dan Oakland'a US 281 sefer sayılı uçuş nerede duruyor,['uçuş'],['duruyor'],train2
DL 746'nın fiyatı ne kadar,['fiyatı'],['kadar'],train2
Denver - Philadelphia arası UA 270 uçuşunun fiyatı ne kadar,['fiyatı'],['kadar'],train2
United Airlines 21 numaralı uçuşta Boston'dan San Francisco'ya uçmanın fiyatı nedir,['fiyatı'],['nedir'],train2
Delta ne tür uçakları kullanıyor,['Delta'],['kullanıyor'],train2
Philadelphia Dallas'a ne tür uçaklar kalkıyor,['uçaklar'],['kalkıyor'],train2
United hangi uçakları kullanıyor,['United'],['kullanıyor'],train2
Sabah 9'da Boston'dan Washington DC'ye ne tür bir uçak kalkıyor,['uçak'],['kalkıyor'],train2
Eastern Atlanta'dan Denver'e 18 00'den önce hangi uçak türü ile uçuyor,['Eastern'],['uçuyor'],train2
American Airlines'in Philadelphia'dan San Francisco'ya Dallas'ta duran birinci sınıf uçuşunda ne tür uçak kullanılıyor,['uçak'],['kullanılıyor'],train2
Öğleden sonra Boston'dan Pittsburgh'a ne tür bir uçak uçuyor,['uçak'],['uçuyor'],train2
Öğleden önce Boston'dan San Francisco'ya ne tür bir uçak gidiyor,['uçak'],['gidiyor'],train2
yirmi yedinci Ağustos günü Boston'dan San Francisco'ya ne tür uçaklar uçuyor,['uçaklar'],['uçuyor'],train2
ne tür bir uçak Philadelphia'dan San Francisco'ya pazartesi günü öğleden sonra birinci sınıf uçuşta Dallas'ta durarak gidiyor,['uçak'],['gidiyor'],train2
Pittsburgh'tan Baltimore'ye ne tür uçak uçuyor,['uçak'],['uçuyor'],train2
419'da kalkan amerikan uçuşu için ne tür uçak kullanılıyor,['uçak'],['kullanılıyor'],train2
Boston'dan Washington'a uçak var mı,['uçak'],['var'],train2
ne tür bir uçak Boston'dan Washington DC'ye sabah 9'dan önce kalkıyor,['uçak'],['kalkıyor'],train2
Philadelphia havaalanından şehre karayolu ulaşımı uygun,['ulaşımı'],['uygun'],train2
Atlanta havaalanından Atlanta şehir merkezine kara ulaşımı var mı,['ulaşımı'],['var'],train2
Dallas havaalanından Dallas şehir merkezine kara yolu ulaşımı var mı,['ulaşımı'],['var'],train2
Atlanta havaalanından Atlanta şehir merkezine ulaşım var mı,['ulaşım'],['var'],train2
Pittsburgh havaalanından şehre hangi kara ulaşımı mevcut,['ulaşımı'],['mevcut'],train2
Oakland havaalanından Oakland şehir merkezine seyahat için ücretiniz var mı,['ücretiniz'],['var'],train2
La Guardia'dan San Jose'ye United uçuşları hangileri,['uçuşları'],['hangileri'],train2
General Mitchell İnternational'da hangi uçuşlar kalkış ve iniş,['uçuşlar'],['kalkış'],train2
ve Boston havaalanından şehir merkezine seyahat etmenin maliyeti nedir,['maliyeti'],['nedir'],train2
Pittsburgh havaalanından Pittsburgh şehir merkezine kara yolu ulaşımı var mı,['ulaşımı'],['var'],train2
Pittsburgh havaalanından hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Atlanta havaalanından Atlanta şehir merkezine kara ulaşımı var mı,['ulaşımı'],['var'],train2
Dallas havaalanından şehir merkezine hangi ulaşım mevcut,['ulaşım'],['mevcut'],train2
San Diego havaalanından şehir merkezine kara ulaşımı var mı,['ulaşımı'],['var'],train2
Dallas'ta Dallas havaalanından Dallas şehir merkezine kara ulaşımı var mı,['ulaşımı'],['var'],train2
Boston havalimanından Boston şehir merkezine kara yolu ulaşımı nedir,['ulaşımı'],['nedir'],train2
yarın Dallas'tan Boston'a uçuşların ücreti ne kadar,['ücreti'],['kadar'],train2
amerikan havayolları ile en erken uçuşu St. Petersburg'dan Milwaukee'ye,['uçuşu'],"[""Milwaukee'ye""]",train2
bugün Boston'dan Denver'e hangi uçuşlar var,['uçuşlar'],['var'],train2
yarın kalkan Boston - Baltimore uçuşları nelerdir,['uçuşları'],['nelerdir'],train2
bugün hangi havayollarının birinci sınıf uçuşları var,['uçuşları'],['var'],train2
yarın Tacoma'dan San Jose'ye hangi uçuşlar var,['uçuşlar'],['var'],train2
yarın sabah Pittsburgh'tan Atlanta'ya ne var,"[""Atlanta'ya""]",['var'],train2
yarın Milwaukee - Denver arası en ucuz uçuş hangisi,['uçuş'],['hangisi'],train2
yarın sabah Columbus'tan Nashville'ye uçuş var mı,['uçuş'],['var'],train2
yarın Milwaukee'den Seattle'ye en son uçuş nedir,['uçuş'],['nedir'],train2
Burbank'tan Milwaukee'ye hangi uçuşlar yarın Burbank'tan ayrılıyor,['uçuşlar'],['ayrılıyor'],train2
bugün San Francisco'dan Detroit'e en ucuz uçuş nedir,['uçuş'],['nedir'],train2
bugün San Francisco'dan Pittsburgh'a hangi uçuşların var,['uçuşların'],['var'],train2
Atlanta'dan San Francisco'ya yarın saat 5'ten sonra neyin var,['neyin'],['var'],train2
yarın Tampa'dan Milwaukee'ye en erken uçuş nedir,['uçuş'],['nedir'],train2
yarın akşam Nashville'den Houston'a uçak var mı,['uçak'],['var'],train2
hangi uçuşlar Atlanta'dan ayrılıyor ve St. Louis'e salı günü saat 230'a yakın varıyor,['uçuşlar'],['ayrılıyor'],train2
Cincinnati'den New York City'e hangi Delta uçuşları cumartesi akşam 6'dan önce New York'a varıyor,['uçuşları'],['varıyor'],train2
perşembe günleri San Francisco'dan Boston'a aktarmasız uçuş var mı,['uçuş'],['var'],train2
Memphis'ten Las Vegas'a Pazar günü varan uçuşlar hangileridir,['uçuşlar'],['hangileridir'],train2
Baltimore'den hangi uçuşlar cuma günü San Francisco'ya varıyor,['uçuşlar'],['varıyor'],train2
Hangi uçuşlar cuma günü Baltimore'den kalkıp San Francisco'ya 8'e kadar varıyor,['uçuşlar'],['varıyor'],train2
New York City'den Las Vegas'a Pazar günü varan uçuşlar hangileridir,['uçuşlar'],['hangileridir'],train2
Cuma günü Toronto'dan Montreal'a gelen ilk uçuş nedir,['uçuş'],['nedir'],train2
Baltimore'den San Francisco'ya giden ve bir cuma günü saat 8'de San Francisco'ya varan uçuş nedir,['uçuş'],['nedir'],train2
Pazar günü Continental'la Chicago'ya hangi uçuşlar var,['uçuşlar'],['var'],train2
önümüzdeki pazartesi sabahı Pittsburgh'tan San Francisco'ya uçuş var mı,['uçuş'],['var'],train2
hangi uçuşlar önümüzdeki cumartesi öğleden sonra Newark'tan ayrılıp Los Angeles'e varıyor,['uçuşlar'],['varıyor'],train2
önümüzdeki salı Boston'dan Atlanta'ya hangi uçuşlar gidecek,['uçuşlar'],['gidecek'],train2
gelecek hafta çarşamba Pittsburgh'tan Boston'a hangi uçuşlar var,['uçuşlar'],['var'],train2
önümüzdeki salı saat 6'dan sonra Boston'dan Pittsburgh'a hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
önümüzdeki iki gün içinde Nashville'den Tacoma'ya sabah uçuşları nelerdir,['uçuşları'],['nelerdir'],train2
önümüzdeki salı akşam saat 6 civarı Chicago'dan ayrılıp Detroit'e varan hangi gidiş dönüş uçuşları var,['uçuşları'],['var'],train2
önümüzdeki iki gün içinde Nashville'den Tacoma'ya ve Nashville'den San Jose'ye sabah uçuşları nelerdir,['uçuşları'],['nelerdir'],train2
önümüzdeki salı Charlotte'den Atlanta'ya uçuşunuz var mı,['uçuşunuz'],['var'],train2
önümüzdeki hafta çarşamba sabah Pittsburgh'tan Boston'a uçuşunuz var mı,['uçuşunuz'],['var'],train2
hangi uçuşlar önümüzdeki salı Chicago'dan ayrılıp Detroit'e akşam saat 6 civarında varıyor,['uçuşlar'],['varıyor'],train2
önümüzdeki çarşamba Kansas City'den Chicago'ya akşam 7 gibi hangi uçuşlar varıyor,['uçuşlar'],['varıyor'],train2
çarşamba beni burada Washington DC'de ziyaret etmek isteyen iki arkadaşım var biri Denver'de diğeri Miami'de yaşıyor,['diğeri'],['var'],train2
hangi havayolları Boston'dan Washington Dc'e uçuyor ancak başka bir şehirde mola veriyor,['havayolları'],['uçuyor'],train2
çarşamba günü Atlanta'dan Washington DC'ye hangi uçuşlar var,['uçuşlar'],['var'],train2
San Francisco'dan Washington DC'ye uçuşlar nelerdir,['uçuşlar'],['nelerdir'],train2
American'ın Boston'dan Washington DC'ye 21 Temmuz'daki son uçuşu nedir,['uçuşu'],['nedir'],train2
United'in çarşamba günü Miami'den Washington DC'ye uçuşu var mı,['uçuşu'],['var'],train2
hangi havayolları diğer şehirler üzerinden Boston'dan Washington DC'ye uçuyor,['havayolları'],['uçuyor'],train2
çarşamba günü Denver'den Washington DC'ye aktarmasız uçuşunuz var mı,['uçuşunuz'],['var'],train2
Delta Airlines Boston'dan Washington DC'ye uçuyor mu,['Delta'],['uçuyor'],train2
hangi havayolları Boston'dan Washington DC'ye uçuyor,['havayolları'],['uçuyor'],train2
Oakland - Washington DC arasındaki en erken pazar uçuşu nedir,['uçuşu'],['nedir'],train2
Atlanta'dan Washington DC'ye perşembe günleri hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
Boston ve Washington DC arasındaki uçuşların ücretleri nedir,['ücretleri'],['nedir'],train2
Toronto'dan Washington DC'ye en düşük ücret nedir,['ücret'],['nedir'],train2
Atlanta'dan Washington DC'ye çarşamba günleri hangi uçuşlar var,['uçuşlar'],['var'],train2
Toronto'dan kalkan ve Washington DC'ye inen uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
Miami'den Washington DC'ye öğle saatlerinde varan bir United Airlines uçuşu var mı,['uçuşu'],['var'],train2
salı sabahları Milwaukee'den Washington DC'ye uçuşlar nasıl,['uçuşlar'],['nasıl'],train2
Los Angeles'ten Tacoma Washington'a gidiş dönüş bilet istiyorum,['Los'],['istiyorum'],train2
salı günü Phoenix'den St. Paul Minnesota'ya giden ve öğleden sonra kalkan uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
Burbank'tan Tacoma Washington'a hangi uçuşlar var,['uçuşlar'],['var'],train2
pazartesi Dallas Fort'tan Oakland California'ya hangi uçuşlar yapılacak,['uçuşlar'],['yapılacak'],train2
Cincinnati ile San Jose California arasında akşam 6'dan sonra hangi uçuşlar yapılıyor,['uçuşlar'],['yapılıyor'],train2
cuma öğleden sonra Philadelphia'dan Oakland California'ya hangi uçuşlar var,['uçuşlar'],['var'],train2
Pittsburgh'tan kalkıp Oakland California'ya varan hangi uçuşlar var,['uçuşlar'],['var'],train2
Boston ile Baltimore Washington arasında hangi uçuşlar var,['uçuşlar'],['var'],train2
31 Mart pazartesi us Air Toronto'dan Salt Lake City'e uçuyor mu,['us'],['uçuyor'],train2
27 Ağustos'ta Boston'dan Washington'a en erken uçuş hangisi,['uçuş'],['hangisi'],train2
26 Temmuz'da Denver'den Pittsburgh'a en ucuz uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
23 Nisan cumartesi öğleden sonra Las Vegas'tan Burbank'a varacak uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
22 Mayıs'ta Kansas City'den Burbank'a Southwest'in yapacağı uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
27 Aralık tarihinde Indianapolis'ten Orlando'ya en ucuz gidiş dönüş bilet ücreti nedir,['ücreti'],['nedir'],train2
27 Ağustos sabahı Dallas'tan Denver'e hangi uçuşlar var,['uçuşlar'],['var'],train2
23 Kasım'da Denver ile Boston arasında hangi uçuşlar var,['uçuşlar'],['var'],train2
31 Temmuz'da Boston ile Atlanta arasında hangi uçuşlar var,['uçuşlar'],['var'],train2
27 Ağustos'ta Washington'dan Boston'a son uçuş hangisi,['uçuş'],['hangisi'],train2
27 Ağustos'ta Washington'dan Boston'a en son uçuşunuz hangisi,['uçuşunuz'],['hangisi'],train2
21 Nisan sabahı Nashville'den Tacoma'ya hangi uçuşlar var,['uçuşlar'],['var'],train2
27 Ağustos sabahı Baltimore'den San Francisco'ya bir United uçuşu var mı,['uçuşu'],['var'],train2
28 Eylül'de Denver'den Pittsburgh'a en ucuz uçuş hangisi,['uçuş'],['hangisi'],train2
27 Ağustos sabahı Pittsburgh'tan San Francisco'ya hangi uçuş yapılıyor,['uçuş'],['yapılıyor'],train2
27 Ağustos akşamı San Francisco'dan Denver'e United'le hangi gece uçuşu yapılıyor,['uçuşu'],['yapılıyor'],train2
Oakland'dan 27 Temmuz'da Boston'a USA Air'le yapılacak kaç aktarmasız uçuş var,['uçuş'],['var'],train2
22 Mayıs cumartesi Las Vegas'tan Burbank'a hangi uçuşlar var,['uçuşlar'],['var'],train2
27 Ağustos akşamı San Francisco'dan Pittsburgh'a hangi uçuşlar var,['uçuşlar'],['var'],train2
27 Ağustos'ta Washington'dan Boston'a gece uçuşu var mı,['uçuşu'],['var'],train2
22 Mayıs'ta Kansas City'den Burbank'a hangi America West uçuşları var,['uçuşları'],['var'],train2
23 Nisan sabahı San Jose'den Nashville'ye kalkan hangi uçuşlar var,['uçuşlar'],['var'],train2
Denver'den Pittsburgh'a 22 Nisan tarihli en ucuz uçuş lazım,['uçuş'],['lazım'],train2
27 Ağustos akşamı Dallas'tan Atlanta'ya hareket eden hangi uçuş var,['uçuş'],['var'],train2
28 Haziran'da Boston'dan San Francisco'ya American Airlines uçuşu var mı,['uçuşu'],['var'],train2
nw neyin kısaltmasıdır,['nw'],['kısaltmasıdır'],train2
Ua nedir,['Ua'],['nedir'],train2
hp ne demektir,['hp'],['demektir'],train2
business class kodu ne,['kodu'],['ne'],train2
Ua ne demektir,['Ua'],['demektir'],train2
ff ne demektir,['ff'],['demektir'],train2
ff nedir,['ff'],['nedir'],train2
Ua ne anlama gelir,['Ua'],['gelir'],train2
us ne demektir,['us'],['demektir'],train2
as nedir,['as'],['nedir'],train2
bana ücret kodları simgelerinin neyi temsil ettiğini göster,['simgelerinin'],['göster'],train2
ea ne demektir,['ea'],['demektir'],train2
dl kısaltması ne anlama gelir,['kısaltması'],['gelir'],train2
dl Delta mı demektir,['dl'],['demektir'],train2
us kısaltması hangi anlama gelir,['kısaltması'],['gelir'],train2
us kısaltmasının hangi anlama geldiğini bana söyler misin,['kısaltmasının'],['söyler'],train2
us ne demektir,['us'],['demektir'],train2
co ne demektir,['co'],['demektir'],train2
Ua kısaltması ne demektir,['kısaltması'],['demektir'],train2
co kısaltması ne anlama gelir,['kısaltması'],['gelir'],train2
Indianapolis'ten Houston'a Twa uçuşu lazım,['uçuşu'],['lazım'],train2
AA hangi havayoludur,['AA'],['havayoludur'],train2
FF havayolu hangisidir,['havayolu'],['hangisidir'],train2
HP kodunu hangi havayolu kullanmaktadır,['havayolu'],['kullanmaktadır'],train2
Las Vegas'tan New York'a TAW uçuşu var mı,['uçuşu'],['var'],train2
KW hangi havayoludur,['KW'],['havayoludur'],train2
Sam'daki AS gibi olan as hangi havayoludur,['as'],['havayoludur'],train2
as hangi havayoludur,['as'],['havayoludur'],train2
dl havayolu hangisidir,['havayolu'],['hangisidir'],train2
ea hangi havayolunun kısaltmasıdır,['ea'],['kısaltmasıdır'],train2
Twa'de hangi hizmet sınıfları mevcut,['sınıfları'],['mevcut'],train2
ac ve as hangi havayollarıdır,['ac'],['havayollarıdır'],train2
ac hangi havayoludur,['ac'],['havayoludur'],train2
pazartesi sabahı Dallas'tan Atlanta'ya hangi uçuşlar var,['uçuşlar'],['var'],train2
hp hangi havayolunun kısaltmasıdır,['hp'],['kısaltmasıdır'],train2
Twa'nin Indianapolis'ten Houstan'a sabah 11 civarı varan bir uçuşu var mı,['uçuşu'],['var'],train2
Las Vegas'tan New York'a sabah 718 kalkışlı Twa uçuşu ne kadar,['uçuşu'],['kadar'],train2
hp hangi havayoludur,['hp'],['havayoludur'],train2
us hangi havayoludur,['us'],['havayoludur'],train2
us hangi havayoludur,['us'],['havayoludur'],train2
ea hangi havayoludur,['ea'],['havayoludur'],train2
us uçuş kodu ne anlama gelmektedir,['kodu'],['gelmektedir'],train2
Taw hangi hizmet sınıflarını sunmaktadır,['Taw'],['sunmaktadır'],train2
Columbus'tan St. Paul'a Twa'la en ucuz gidiş dönüş uçuş hangisidir,['uçuş'],['hangisidir'],train2
us havayolu hangisidir,['havayolu'],['hangisidir'],train2
dl havayolu kodu neyin kısaltmasıdır,['kodu'],['kısaltmasıdır'],train2
Baltimore'den San Francisco'ya Denver aktarmalı bir Twa uçuşu var mı,['uçuşu'],['var'],train2
Twa'nin Baltimore'den San Francisco'ya Denver aktarmalı bir uçuşu var mı,['uçuşu'],['var'],train2
Twa'de Boston'dan San Francisco'ya business class ücreti ne kadar,['ücreti'],['kadar'],train2
as hangi havayoludur,['as'],['havayoludur'],train2
Cleveland'dan Miami'ye akşam 4'ten önce varacak hangi gidiş dönüş uçak biletleri var,['biletleri'],['var'],train2
salı günü Atlanta'dan St. Louis'e öğleden sonra 230 civarı varacak hangi uçuşlar var,['uçuşlar'],['var'],train2
Philadelphia'dan Denver'e 5'ten önce varacak aktarmasız bir uçuş var mı,['uçuş'],['var'],train2
Nashville ile St. Louis arasında aktarmasız olan ve öğleden sonra ama akşam 8'den önce varan hangi uçuşlar var,['uçuşlar'],['var'],train2
Continental'da Chicago'ya akşam 11'den sonra varan hangi uçuşlar var,['uçuşlar'],['var'],train2
akşam 9'dan sonra Chicago'ya varan hangi uçuşlar var Continental'da,['uçuşlar'],['var'],train2
Boston'dan Atlanta'ya Boston'dan öğleden sonra kalkan ve 5'e yakın ulaşan bir uçuş var mı,['uçuş'],['var'],train2
hangi uçuşlar Detroit'ten kalkıp sabah 9 civarı St. Petersburg'a varıyor,['uçuşlar'],['varıyor'],train2
Denver ile San Francisco arasında Denver'den öğleden sonra kalkıp akşam 5'te ulaşan bir uçuş istiyorum aktarmasız bir uçuş olsun,['uçuş'],['olsun'],train2
Cincinnati'den Charlotte'ye öğleden sonra hareket edip akşam 7'den önce varan aktarmasız uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
hangi havayolu 7 Kasım öğlen Atlanta'dan hareket edip öğleden sonra 210'da San Francisco'ya varan uçuşu yapıyor,['havayolu'],['yapıyor'],train2
evet San Francisco'dan 1425'te kalkıp Philadelphia'ya 2358'de varan Delta uçuşunda o uçuşta ne tip ekipman kullanılıyor,['ekipman'],['kullanılıyor'],train2
Atlanta ile Washington arasındaki hangi aktarmasız uçuşlar Atlanta'dan akşam 6'dan sonra hareket ediyor,['uçuşlar'],['ediyor'],train2
Charlotte'den Minneapolis'e yapılacak Minneapolis'e akşam 7 civarı varan hangi uçuş seçenekleri var,['seçenekleri'],['var'],train2
us air'de Cleveland'dan Miami'ye yapılan Miami'ye akşam 4'ten önce varacak hangi uçuşlar var,['uçuşlar'],['var'],train2
Boston'dan hareket eden hangi uçuşlar akşam 5'ten önce Dallas Fort Worth'a varır,['uçuşlar'],['varır'],train2
Baltimore'den San Francisco'ya hangi uçuşlar San Francisco'ya akşam 8'den önce varır,['uçuşlar'],['varır'],train2
Boston ile Washington arasında hangi aktarmasız uçuşlar akşam 4'ten sonra varır,['uçuşlar'],['varır'],train2
hangi uçuşlar öğleden sonra Burbank'tan hareket edip akşam 6'dan önce Dallas'a varır,['uçuşlar'],['varır'],train2
Baltimore'ye akşam 7'de varacak atlanta-baltimore uçuşları hangileri,['uçuşları'],['hangileri'],train2
San Francisco'dan hareket edip Indianapolis üzerinden Washington'a akşam 9'dan önce varacak uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
hangi uçuşlar New York'tan kalkıp Los Angeles'e sabah 10'dan sonra varır,['uçuşlar'],['varır'],train2
Pittsburgh ile Baltimore arasında jet uçuşu olan bir havayolu var mı,['havayolu'],['var'],train2
Atlanta'ya hangi havayolları hizmet veriyor,['havayolları'],['veriyor'],train2
Boston'dan Pittsburgh'a hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Denver'e hangi havayolları hizmet sağlıyor,['havayolları'],['sağlıyor'],train2
Baltimore'den San Francisco'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Toronto'dan San Diego'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Denver'e ve Denver'den hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston'dan Washington'a hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston ile Philadelphia arasında hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
San Francisco ile Denver arasında hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston ile Oakland arasında hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
havayolları first class hizmet sunmaya devam ediyor mu,['havayolları'],['ediyor'],train2
Dallas'tan Baltimore'ye hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Salt Lake City'e hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston'dan Atlanta'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston'dan Oakland'a öğleden sonra uçuşu olan bir havayolu var mı,['havayolu'],['var'],train2
Denver'e hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Las Vegas'tan New York'a hangi farklı havayolları gidiyor,['havayolları'],['gidiyor'],train2
Pittsburgh'a hangi havayolları hizmet veriyor,['havayolları'],['veriyor'],train2
Toronto ile San Diego arasında hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
beni Atlanta'dan Denver'e oradan da San Francisco'ya hangi havayolu götürebilir,['havayolu'],['götürebilir'],train2
Boston'dan San Diego'ya hangi havayolu uçuyor,['havayolu'],['uçuyor'],train2
hangi havayollarının Atlanta'dan uçuşu var,['uçuşu'],['var'],train2
hangi havayollarının San Francisco'dan Indianapolis üzerinden Washington'a uçuşu var,['uçuşu'],['var'],train2
hangi havayolları Toronto'dan San Diego'ya Denver üzerinden uçuyor,['havayolları'],['uçuyor'],train2
Philadelphia'dan San Francisco'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
New York'tan Milwaukee'ye oradan da Los Angeles'e hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
hangi havayollarının Denver'den Pittsburgh'a uçuşu var,['uçuşu'],['var'],train2
Burbank'tan Denver'e hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
hangi havayolları Boston ile San Francisco arasında Denver üzerinden uçuyor,['havayolları'],['uçuyor'],train2
hangi havayolları var,['havayolları'],['var'],train2
hangi havayollarının Baltimore'den uçuşu var,['uçuşu'],['var'],train2
Atlanta'dan Boston'a öğleden sonra uçuşu olan bir havayolu var mı,['havayolu'],['var'],train2
Atlanta'dan Boston'a hangi havayolları gidiyor,['havayolları'],['gidiyor'],train2
hangi havayollarının Pittsburgh'a uçuşu var,['uçuşu'],['var'],train2
Boston ile Pittsburgh arasında hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
hangi havayollarının Philadelphia ile Pittsburgh arası uçuşu var,['uçuşu'],['var'],train2
Boston ile Atlanta arası hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston'dan San Francisco'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Baltimore'den San Francisco'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston ile San Francisco arasında hangi havayollarının business class hizmeti var,['hizmeti'],['var'],train2
hangi havayollarının business classı var,['business'],['var'],train2
Philadelphia'dan San Francisco'ya Dallas üzerinden uçuşu olan bir havayolu var mı,['havayolu'],['var'],train2
Baltimore ve San Francisco arası hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Burbank'tan Milwaukee'ye Milwaukee'den St. Louis'e St. Louis'ten de Burbank'a uçan bir havayolu şirketi var mı,['şirketi'],['var'],train2
2 Eylül pazartesi Pittsburgh'tan San Francisco'ya hangi havayollarının uçuşu var göster bana,['uçuşu'],['var'],train2
hangi havayollarının Pittsburgh'la Baltimore arasında bağlantısı var,['bağlantısı'],['var'],train2
hangi havayollarının Washington'dan uçuşu var,['uçuşu'],['var'],train2
hangi havayolları San Francisco'dan Washington'a Indianapolis üzerinden gidiyor,['havayolları'],['gidiyor'],train2
St. Petersburg'dan Milwaukee'ye Milwaukee'den de Tacoma'ya hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
Boston'dan Washington'a hangi havayolları uçuyor,['havayolları'],['uçuyor'],train2
hangi havayolları Toronto'dan San Diego'ya Denver aktarmalı uçuyor,['havayolları'],['uçuyor'],train2
4 Temmuz'da Dallas'tan Baltimore'ye en ucuz fiyatı hangi havayolu veriyor,['havayolu'],['veriyor'],train2
Las Vegas'tan New York'a giden aktarmasız bir Continental uçuşu var mı,['uçuşu'],['var'],train2
Boston'dan Oakland'a aktarmalı uçuş var mı,['uçuş'],['var'],train2
Houston ile Memphis arası aktarmasız uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
Oakland'dan Pittsburgh'a hangi aktarmasız uçuşlar var,['uçuşlar'],['var'],train2
Denver'den San Francisco'ya aktarmasız bir uçuş var mı,['uçuş'],['var'],train2
tamam bu sefer Washington'dan Atlanta'ya gitmek istiyorum aktarmasız bir uçuş olsun ve öğleden sonra 5 civarı hareket etmek istiyorum,['uçuş'],['istiyorum'],train2
Detroit'ten St. Petersburg'a gidiş dönüş first class bir bilet ne kadar,['bilet'],['kadar'],train2
Atlanta'dan San Francisco'ya first class bir biletin fiyatı ne,['fiyatı'],['ne'],train2
US Air'de Cleveland'dan Miami'ye gidiş dönüş first class bir uçak bileti ne kadar,['bileti'],['kadar'],train2
Atlanta'dan San Francisco'ya gidiş dönüş first class bir bilet ne kadar,['bilet'],['kadar'],train2
United Airlines Denver'den Baltimore'ye first class uçuşlar yapıyor mu,['United'],['yapıyor'],train2
Philadelphia'dan San Francisco'ya first class bir bilet ne kadar,['bilet'],['kadar'],train2
Boston'dan Dallas'a first class ücreti ne kadar,['ücreti'],['kadar'],train2
Dallas'tan San Francisco'ya first class gidebileceğim en geç öğleden sonra uçuşu hangisi,['uçuşu'],['hangisi'],train2
Milwaukee'den San Francisco'ya first class gidiş dönüş bileti ne kadar,['bileti'],['kadar'],train2
Boston'dan San Francisco'ya gidiş dönüş first class United bileti ne kadar,['bileti'],['kadar'],train2
3 Temmuz'da Denver'den Baltimore'ye hangi United Airlines first class uçuşları var,['uçuşları'],['var'],train2
